entrezID	gene
84897	TBRG1
54414	SIAE
53340	SPA17
4900	NRGN
23584	VSIG2
90952	ESAM
101929340	
79684	MSANTD2
100507283	
64221	ROBO3
54538	ROBO4
220296	HEPACAM
641654	HEPN1
80071	CCDC15
219855	SLC37A2
219854	TMEM218
103695364	PKNOX2-AS1
63876	PKNOX2
9638	FEZ1
105369550	FEZ1
403312	
9538	EI24
3703	STT3A
1111	CHEK1
56	ACRV1
160065	PATE1
399967	PATE2
100169851	PATE3
399968	PATE4
219844	HYLS1
83480	PUS3
29118	DDX25
338667	VSIG10L2
50937	CDON
84881	RPUSD4
79607	FAM118B
6734	SRPRA
55572	FOXRED1
114609	TIRAP
28960	DCPS
6484	ST3GAL4
84623	KIRREL3
101929427	
100874251	KIRREL3-AS2
100422918	MIR3167
283165	KIRREL3-AS3
101929473	
101929497	LINC02712
2113	ETS1
102466104	MIR6090
101929517	ETS1-AS1
101929538	
2313	FLI1
100507392	SENCR
3758	KCNJ1
3762	KCNJ5
63970	TP53AIP1
9743	ARHGAP32
8538	BARX2
101929557	LINC01395
120224	TMEM45B
4798	NFRKB
56980	PRDM10
334	APLP2
6768	ST14
29068	ZBTB44
11095	ADAMTS8
170689	ADAMTS15
102466873	MIR8052
283171	LINC02873
399979	SNX19
50863	NTM
101929653	
4978	OPCML
646522	LINC02743
219938	SPATA19
22997	IGSF9B
100616119	MIR4697
100128239	LINC02731
83700	JAM3
23310	NCAPD3
112936	VPS26B
29087	THYN1
27034	ACAD8
112937	GLB1L3
89944	GLB1L2
27087	B3GAT1
729305	LINC02714
100288778	WASH8P
677784	FAM138D
440073	IQSEC3
574538	
6539	SLC6A12
101929384	SLC6A12-AS1
6540	SLC6A13
102723544	
5927	KDM5A
84318	CCDC77
283358	B4GALNT3
4815	NINJ2
100049716	NINJ2-AS1
65125	WNK1
5893	RAD52
23085	ERC1
100292680	LINC00942
81029	WNT5B
144699	FBXL14
100500816	MIR3649
79602	ADIPOR2
93589	CACNA2D4
654429	LRTM2
100271702	LINC00940
196513	DCP1B
775	CACNA1C
100874369	CACNA1C-IT2
100874234	CACNA1C-AS4
100874235	CACNA1C-AS2
100652846	CACNA1C-AS1
283440	ITFG2-AS1
107984539	LINC02371
2288	FKBP4
55846	ITFG2
83714	NRIP2
101929469	TEX52
2305	FOXM1
83695	RHNO1
7289	TULP3
7004	TEAD4
10867	TSPAN9
56341	PRMT8
100129223	
84766	CRACR2A
57097	PARP11
105369609	PARP11-AS1
103752584	CCND2-AS1
894	CCND2
57103	TIGAR
8074	FGF23
2251	FGF6
57102	C12orf4
10635	RAD51AP1
8798	DYRK4
10566	AKAP3
4704	NDUFA9
101929549	GAU1
26290	GALNT8
3742	KCNA6
3736	KCNA1
3741	KCNA5
101929584	LINC02443
4908	NTF3
57101	ANO2
7450	VWF
928	CD9
55200	PLEKHG6
7132	TNFRSF1A
6337	SCNN1A
4055	LTBR
678655	CD27-AS1
939	CD27
55080	TAPBPL
6843	VAMP1
51258	MRPL51
9918	NCAPD2
692148	SCARNA10
2597	GAPDH
25900	IFFO1
4839	NOP2
1108	CHD4
677780	SCARNA11
57121	LPAR5
84519	ACRBP
51147	ING4
171017	ZNF384
196500	PIANP
50813	COPS7A
8079	MLF2
5763	PTMS
3902	LAG3
920	CD4
27239	GPR162
10536	P3H3
2784	GNB3
83461	CDCA3
8078	USP5
7167	TPI1
84727	SPSB2
105369632	SPSB2
10233	LRRC23
171220	DSTNP2
2026	ENO2
1822	ATN1
113246	C12orf57
100147744	RNU7-1
5777	PTPN6
105369635	MIR200CHG
406985	MIR200C
406933	MIR141
11331	PHB2
677777	SCARNA12
10436	EMG1
10162	LPCAT3
716	C1S
715	C1R
51279	C1RL
283314	C1RL-AS1
83758	RBP5
9746	CLSTN3
5830	PEX5
341392	ACSM4
283316	CD163L1
9332	CD163
339	APOBEC1
9573	GDF3
359787	DPPA3
170482	CLEC4C
360030	NANOGNB
79923	NANOG
144195	SLC2A14
6515	SLC2A3
55810	FOXJ2
719	C3AR1
25977	NECAP1
50856	CLEC4A
642559	POU5F1P3
440077	ZNF705A
55138	FAM90A1
101927905	LINC02449
389634	LINC00937
93978	CLEC6A
338339	CLEC4D
26253	CLEC4E
57379	AICDA
8076	MFAP5
57494	RIMKLB
144568	A2ML1
1911	PHC1
4074	M6PR
10219	KLRG1
253128	LINC00612
144571	A2M-AS1
2	A2M
5858	PZP
3	A2MP1
100422872	MIR1244-3
100499405	LINC00987
101930452	LINC02367
3820	KLRB1
105369728	
374443	
29121	CLEC2D
160365	CLECL1
969	CD69
51348	KLRF1
9976	CLEC2B
100431172	KLRF2
387836	CLEC2A
100506159	LINC02470
400002	CLEC12A-AS1
160364	CLEC12A
51266	CLEC1B
387837	CLEC12B
283420	CLEC9A
51267	CLEC1A
64581	CLEC7A
4973	OLR1
120939	TMEM52B
23710	GABARAPL1
3824	KLRD1
113523642	LINC02617
101928100	KLRK1-AS1
22914	KLRK1
100528032	KLRK1
8302	KLRC4
3823	KLRC3
3822	KLRC2
3821	KLRC1
255308	EIF2S3B
55110	MAGOHB
55359	STYK1
8531	YBX3
101928162	LINC02366
50837	TAS2R7
50836	TAS2R8
50835	TAS2R9
5554	PRH1
50839	TAS2R10
5554	PRR4
11272	PRR4
50838	TAS2R13
5555	PRH2
50840	TAS2R14
106707243	TAS2R14
259296	TAS2R50
259295	TAS2R20
259294	TAS2R19
259290	TAS2R31
259292	TAS2R46
259289	TAS2R43
259291	TAS2R43
259293	TAS2R30
100129361	SMIM10L1
353164	TAS2R42
5544	PRB3
5545	PRB4
5542	PRB1
653247	PRB2
338817	LINC01252
2120	ETV6
79370	BCL2L14
103504734	MIR1244-4
4040	LRP6
54682	MANSC1
503693	LOH12CR2
118426	BORCS5
80824	DUSP16
1389	CREBL2
2842	GPR19
1027	CDKN1B
81575	APOLD1
693198	MIR613
51202	DDX47
387841	RPL13AP20
9052	GPRC5A
693199	MIR614
100506314	GPRC5D-AS1
55507	GPRC5D
50865	HEBP1
93164	HTR7P1
57613	FAM234B
83445	GSG1
2012	EMP1
2904	GRIN2B
55729	ATF7IP
79887	PLBD1
2984	GUCY2C
121504	H4-16
55766	H2AJ
51729	WBP11
144608	C12orf60
440087	SMCO3
420	ART4
4256	MGP
121506	ERP27
397	ARHGDIB
5149	PDE6H
85004	RERG
100873980	RERG-AS1
5800	PTPRO
2059	EPS8
11171	STRAP
51071	DERA
729025	SLC15A5
4257	MGST1
55885	LMO3
100616279	MIR3974
79785	RERGL
5288	PIK3C2G
89869	PLCZ1
93661	CAPZA3
54477	PLEKHA5
121536	AEBP2
105369685	
5139	PDE3A
53919	SLCO1C1
28234	SLCO1B3
338821	SLCO1B3-SLCO1B7
115072896	SLCO1B3-SLCO1B7
10599	SLCO1B1
6579	SLCO1A2
3375	IAPP
79912	PYROXD1
5965	RECQL
51026	GOLT1B
80763	SPX
2998	GYS2
3945	LDHB
3764	KCNJ8
10060	ABCC9
55907	CMAS
6489	ST8SIA1
9847	C2CD5
55500	ETNK1
101928441	
6660	SOX5
100126320	MIR920
101928471	SOX5-AS1
144360	LINC00477
586	BCAT1
196415	C12orf77
4033	IRAG2
55259	CFAP94
144363	ETFRF1
3845	KRAS
160492	LMNTD1
100422897	MIR4302
11228	RASSF8
79365	BHLHE41
8082	SSPN
3709	ITPR2
55726	INTS13
26127	FGFR1OP2
51768	TM7SF3
9412	MED21
728858	C12orf71
23012	STK38L
56938	ARNTL2
101928646	ARNTL2-AS1
341346	SMCO2
8496	PPFIBP1
387849	REP15
60488	MRPS35
100287284	MANSC4
57542	KLHL42
5744	PTHLH
55297	CCDC91
55711	FAR2
100506606	
51290	ERGIC2
101055625	OVCH1-AS1
341350	OVCH1
83857	TMTC1
10526	IPO8
65981	CAPRIN2
645485	
441631	TSPAN11
100506660	DDX11-AS1
1663	DDX11
58516	SINHCAF
79857	
101929027	LINC02387
160518	DENND5B
100874249	DENND5B-AS1
254013	ETFBKMT
196394	AMN1
440093	H3-5
55196	RESF1
636	BICD1
121512	FGD4
10059	DNM1L
51067	YARS2
5318	PKP2
341359	SYT10
84920	ALG10
144245	ALG10B
144402	CPNE8
55605	KIF21A
225	ABCD2
283461	C12orf40
114134	SLC2A13
120892	LRRK2
283463	MUC19
1272	CNTN1
29951	PDZRN4
101927038	LINC02400
283464	GXYLT1
10138	YAF2
51535	PPHLN1
85437	ZCRB1
102467003	MIR7851
144165	PRICKLE1
105369738	LINC02451
105369739	LINC02450
105369740	LINC02461
80070	ADAMTS20
83448	PUS7L
51135	IRAK4
5756	TWF1
84216	TMEM117
4753	NELL2
440097	DBX2
51054	PLEKHA8P1
196527	ANO6
196528	ARID2
9169	SCAF11
81539	SLC38A1
54407	SLC38A2
55089	SLC38A4
347902	AMIGO2
91523	PCED1B
100616486	MIR4698
100233209	PCED1B-AS1
100616478	MIR4494
79657	RPAP3
8909	ENDOU
10411	RAPGEF3
55652	SLC48A1
51564	HDAC7
7421	VDR
79022	TMEM106C
1280	COL2A1
29843	SENP1
5213	PFKM
102466657	MIR6505
140461	ASB8
387856	CCDC184
121275	OR10AD1
341567	H1-7
121274	ZNF641
23519	ANP32D
121273	C12orf54
341568	OR8S1
3906	LALBA
54934	KANSL2
677815	SNORA2C
100302221	MIR1291
677793	SNORA2A
677794	SNORA2B
904	CCNT1
255411	TEX49
112	ADCY6
100616262	MIR4701
100506125	ADCY6-DT
784	CACNB3
9416	DDX23
27289	RND1
85478	CCDC65
51303	FKBP11
377	ARF3
7480	WNT10B
7471	WNT1
23109	DDN
105369758	DDN-AS1
5571	PRKAG1
8085	KMT2D
121268	RHEBL1
50846	DHH
55716	LMBR1L
10376	TUBA1B
7846	TUBA1A
84790	TUBA1C
101927267	
5630	PRPH
10024	TROAP
338761	C1QL4
79962	DNAJC22
65244	SPATS2
23416	KCNH3
10445	MCRS1
25766	PRPF40B
84070	FAM186B
91010	FMNL3
7009	TMBIM6
57701	NCKAP5L
100286844	BCDIN3D-AS1
144233	BCDIN3D
23017	FAIM2
101927292	LINC02395
283332	LINC02396
359	AQP2
101927318	
362	AQP5
363	AQP6
29127	RACGAP1
41	ASIC1
6602	SMARCD1
2819	GPD1
84987	COX14
91012	CERS5
51474	LIMA1
100302220	MIR1293
121006	FAM186A
113251	LARP4
57609	DIP2B
466	ATF1
283471	TMPRSS12
25840	METTL7A
613227	HIGD1C
4891	SLC11A2
25875	LETMD1
81566	CSRNP2
7024	TFCP2
5463	POU6F1
9802	DAZAP2
57228	SMAGP
51411	BIN2
1990	CELA1
11226	GALNT6
9498	SLC4A8
6334	SCN8A
401720	FIGNL2
105369971	FIGNL2-DT
341405	ANKRD33
94	ACVRL1
91	ACVR1B
160622	TAMALIN
3164	NR4A1
60673	ATG101
113523638	SMIM41
26628	OR7E47P
283404	LINC00592
144501	KRT80
3855	KRT7
109729127	KRT7-AS
3892	KRT86
85349	KRT87P
3887	KRT81
3889	KRT83
3891	KRT85
3890	KRT84
3888	KRT82
9119	KRT75
3854	KRT6B
286887	KRT6C
3853	KRT6A
3852	KRT5
112802	KRT71
121391	KRT74
140807	KRT72
100127967	KRT73-AS1
319101	KRT73
3849	KRT2
3848	KRT1
374454	KRT77
51350	KRT76
3850	KRT3
3851	KRT4
338785	KRT79
196374	KRT78
3856	KRT8
3875	KRT18
1975	EIF4B
283335	
23371	TNS2
102466193	MIR6757
84926	SPRYD3
3489	IGFBP6
8435	SOAT2
51380	CSAD
283337	ZNF740
3695	ITGB7
5916	RARG
84975	MFSD5
9700	ESPL1
5204	PFDN5
60314	MYG1
8086	AAAS
121340	SP7
6667	SP1
269	AMHR2
54458	PRR13
5094	PCBP2
102157401	PCBP2-OT1
7786	MAP3K12
6895	TARBP2
114108587	ATF7-NPFF
8620	NPFF
11016	ATF7
100652999	
517	ATP5MC2
57658	CALCOCO1
100874366	HOXC13-AS
3229	HOXC13
3228	HOXC12
100124700	HOTAIR
3227	HOXC11
100874365	HOXC-AS3
3226	HOXC10
3223	HOXC6
406973	MIR196A2
100874364	HOXC-AS2
3225	HOXC9
100874363	HOXC-AS1
3224	HOXC8
3221	HOXC4
3222	HOXC5
693200	MIR615
440101	
100240735	
23583	SMUG1
400043	LINC02381
23468	CBX5
100616400	MIR3198-2
112935960	SCAT2
3178	HNRNPA1
4778	NFE2
22818	COPZ1
442892	MIR148B
102724050	
53831	GPR84
25946	ZNF385A
3678	ITGA5
121355	GTSF1
3071	NCKAP1L
5153	PDE1B
5502	PPP1R1A
644076	GLYCAM1
90070	LACRT
117159	DCD
118430	MUCL1
9840	TESPA1
58158	NEUROD4
441639	OR9K2
121364	OR10A7
254783	OR6C74
283365	OR6C6
390321	OR6C1
254786	OR6C3
390323	OR6C75
403282	OR6C65
390326	OR6C76
341416	OR6C2
390327	OR6C70
403284	OR6C68
341418	OR6C4
121129	OR2AP1
121130	OR10P1
196410	METTL7B
3679	ITGA7
2647	BLOC1S1
5959	RDH5
967	CD63
105369779	
10220	GDF11
84324	SARNP
29095	ORMDL2
85406	DNAJC14
440104	TMEM198B
4327	MMP19
84305	PYM1
1606	DGKA
6490	PMEL
1017	CDK2
5869	RAB5B
6821	SUOX
64375	IKZF4
6231	RPS26
2065	ERBB3
5036	PA2G4
6171	RPL41
23344	ESYT1
84872	ZC3H10
140465	MYL6B
4637	MYL6
6601	SMARCC2
10193	RNF41
79035	NABP2
283375	SLC39A5
283373	ANKRD52
93058	COQ10A
1431	CS
10330	CNPY2
9924	PAN2
51561	IL23A
6773	STAT2
319	APOF
8914	TIMELESS
4284	MIP
283377	SPRYD4
27165	GLS2
5939	RBMS2
11176	BAZ2A
506	ATP5F1B
26789	SNORD59A
10728	PTGES3
4666	NACA
5557	PRIM1
8630	HSD17B6
121214	SDR9C7
8608	RDH16
11318	GPR182
9880	ZBTB39
6866	TAC3
4640	MYO1A
23306	NEMP1
4665	NAB2
6778	STAT6
4035	LRP1
105751187	LRP1-AS
100302201	MIR1228
11247	NXPH4
6472	SHMT2
56901	NDUFA4L2
246329	STAC3
22864	R3HDM2
3626	INHBC
83729	INHBE
2735	GLI1
64333	ARHGAP9
4141	MARS1
102465454	MIR6758
1649	DDIT3
693201	MIR616
114785	MBD6
10540	DCTN2
3798	KIF5A
79837	PIP4K2C
196403	DTX3
115557	ARHGEF25
2583	B4GALNT1
10956	OS9
116986	AGAP2
100130776	AGAP2-AS1
6302	TSPAN31
1019	CDK4
102466729	MIR6759
92979	MARCHF9
1594	CYP27B1
4234	METTL1
25895	EEF1AKMT3
10102	TSFM
10677	AVIL
10106	CTDSP2
407016	MIR26A2
283387	
91419	ATP23
105369785	LINC02403
100506869	
101927653	LINC02388
121227	LRIG3
9194	SLC16A7
338811	TAFA2
9958	USP15
102465133	MIR6125
23041	MON2
406891	MIRLET7I
57460	PPM1H
552	AVPR1A
283417	DPY19L2
10329	RXYLT1
104169670	RXYLT1-AS1
57522	SRGAP1
144577	C12orf66
115749	C12orf56
11260	XPOT
29110	TBK1
283349	RASSF3
100500856	MIR548Z
693129	MIR548C
2799	GNS
23329	TBC1D30
109729131	LINC02231
11197	WIF1
23592	LEMD3
253827	MSRB3
105369187	
105369807	LINC02454
204010	RPSAP52
8091	HMGA2
100129940	HMGA2-AS1
102464827	MIR6074
105369810	LINC02425
84298	LLPH
103625681	LLPH-DT
51643	TMBIM4
11213	IRAK3
102465249	MIR6502
92797	HELB
23426	GRIP1
55832	CAND1
102724433	LINC02420
100507175	LINC02408
8445	DYRK2
101927901	LINC02421
101927922	LINC01479
100885789	IFNG-AS1
3458	IFNG
55801	IL26
50616	IL22
56890	MDM1
5908	RAP1B
100379132	SNORA70G
100507250	
57122	NUP107
55508	SLC35E3
4193	MDM2
1368	CPM
11052	CPSF6
100302182	MIR1279
4069	LYZ
8089	YEATS4
10818	FRS2
100500903	MIR3913-1
100500868	MIR3913-2
10576	CCT2
376132	LRRC10
144453	BEST3
101928002	
117177	RAB3IP
196446	MYRFL
101928062	PRANCR
4848	CNOT2
27345	KCNMB4
5787	PTPRB
5801	PTPRR
7103	TSPAN8
8549	LGR5
196441	ZFC3H1
83591	THAP2
55266	TMEM19
23011	RAB21
64786	TBC1D15
121278	TPH2
29953	TRHDE
101928137	LINC02444
100507377	LINC02882
552889	ATXN7L3B
3747	KCNC2
100130268	CAPS2-AS1
84698	CAPS2
256710	GLIPR1L1
144321	GLIPR1L2
11010	GLIPR1
11103	KRR1
22822	PHLDA1
4673	NAP1L1
105369848	LNCOG
79738	BBS10
114882	OSBPL8
23390	ZDHHC17
1466	CSRP2
144455	E2F7
89795	NAV3
105369860	LINC02424
6857	SYT1
100302136	MIR1252
5074	PAWR
4659	PPP1R12A
283310	OTOGL
374462	PTPRQ
4618	MYF6
4617	MYF5
101928420	LINC01490
8825	LIN7A
693202	MIR617
693203	MIR618
79611	ACSS3
100616133	MIR4699
8499	PPFIA2
102724663	PPFIA2-AS1
101928449	LINC02426
29080	CCDC59
84190	METTL25
160335	TMTC2
55117	SLC6A15
144448	TSPAN19
84125	LRRIQ1
8092	ALX1
9182	RASSF9
4922	NTS
25834	MGAT4C
160419	C12orf50
91298	C12orf29
80184	CEP290
160418	TMTC3
4254	KITLG
1848	DUSP6
282809	POC1B
100528030	POC1B-GALNT4
8693	GALNT4
490	ATP2B1
105369891	LINC02399
102724834	LINC02822
196477	CCER1
439916	LINC00615
1833	EPYC
11081	KERA
4060	LUM
1634	DCN
105369900	LINC02404
256021	LINC01619
694	BTG1
574016	CLLU1-AS1
574028	CLLU1
440107	PLEKHG7
8411	EEA1
11163	NUDT4
7334	UBE2N
28977	MRPL42
144481	SOCS2-AS1
8835	SOCS2
8738	CRADD
101928731	
105369911	
10154	PLXNC1
51134	CEP83
144486	CEP83-DT
100847031	MIR5700
57458	TMCC3
102465834	MIR7844
160313	KRT19P2
574449	MIR492
55967	NDUFA12
7181	NR2C1
55785	FGD6
55591	VEZT
442903	MIR331
100500802	MIR3685
10988	METAP2
84101	USP44
100132594	PGAM1P5
59277	NTN4
105369921	
105369920	LINC02410
6636	SNRPF
120935	CCDC38
144193	AMDHD1
3034	HAL
4048	LTA4H
2004	ELK3
5128	CDK17
144535	CFAP54
121441	NEDD1
196475	RMST
100302289	MIR1251
406926	MIR135A2
643711	PAFAH1B2P2
100616287	MIR4495
100422924	MIR4303
121456	SLC9A7P1
643770	LINC02453
100128191	TMPO-AS1
7112	TMPO
5250	SLC25A3
677832	SNORA53
121457	IKBIP
317	APAF1
56899	ANKS1B
101928937	
196472	FAM71C
23074	UHRF1BP1L
55592	GOLGA2P5
100302217	MIR1827
64431	ACTR6
120863	DEPDC4
55681	SCYL2
246213	SLC17A8
9971	NR1H4
283431	GAS2L3
121601	ANO4
160728	SLC5A8
27340	UTP20
400	ARL1
121599	SPIC
4604	MYBPC1
56994	CHPT1
50511	SYCP3
79158	GNPTAB
55332	DRAM1
51019	WASHC3
79023	NUP37
55010	PARPBP
5367	PMCH
3479	IGF1
283432	LINC00485
5053	PAH
429	ASCL1
101929058	
374470	C12orf42
101929084	LINC02401
55576	STAB2
51559	NT5DC3
7184	HSP90B1
100500842	MIR3652
728568	C12orf73
6996	TDG
83468	GLT8D2
29915	HCFC2
4801	NFYB
7296	TXNRD1
493861	EID3
50515	CHST11
100500843	MIR3922
84102	SLC41A2
121053	C12orf45
160428	ALDH1L2
23325	WASHC4
55198	APPL2
387882	C12orf75
105369954	
101929110	CASC18
9891	NUAK1
10970	CKAP4
255394	TCP11L2
55703	POLR3B
100287944	
5992	RFX4
100505978	
55188	RIC8B
90488	TMEM263
80298	MTERF2
1407	CRY1
121551	BTBD11
11137	PWP1
11108	PRDM4
101929162	
121549	ASCL4
9671	WSCD2
1240	CMKLR1
102723562	LINC01498
11153	FICD
9733	SART3
23479	ISCU
338773	TMEM119
6404	SELPLG
100616240	MIR4496
23603	CORO1C
54434	SSH1
693204	MIR619
1610	DAO
55530	SVOP
84749	USP30
121642	ALKBH2
7374	UNG
32	ACACB
121643	FOXN4
283446	MYO1H
83892	KCTD10
89910	UBE3B
326625	MMAB
4598	MVK
84915	FAM222A
84983	FAM222A-AS1
59341	TRPV4
100616454	MIR4497
51228	GLTP
84260	TCHP
9815	GIT2
88455	ANKRD13A
400073	C12orf76
28981	IFT81
488	ATP2A2
51434	ANAPC7
10094	ARPC3
51184	GPN3
29902	FAM216A
51699	VPS29
144715	RAD9B
160760	PPTC7
79600	TCTN1
84329	HVCN1
5501	PPP1CC
160762	CCDC63
4633	MYL2
100131138	LINC01405
105369980	
23316	CUX2
102465455	MIR6760
144717	PHETA1
105369984	LINC02356
10019	SH2B3
6311	ATXN2
102723619	ATXN2-AS
8315	BRAP
80724	ACAD10
217	ALDH2
102465456	MIR6761
51275	MAPKAPK5-AS1
8550	MAPKAPK5
89894	TMEM116
10961	ERP29
80018	NAA25
100500889	MIR3657
10906	TRAFD1
283450	HECTD4
102465519	MIR6861
6128	RPL6
5781	PTPN11
22895	RPH3A
100302227	MIR1302-1
4938	OAS1
4940	OAS3
4939	OAS2
1840	DTX1
8437	RASAL1
387885	CFAP73
79039	DDX54
102466222	MIR7106
84934	RITA1
115811	IQCD
53373	TPCN1
102465457	MIR6762
80024	SLC8B1
196463	PLBD2
10993	SDS
113675	SDSL
64211	LHX5
100506465	LINC01234
9904	RBM19
105369996	LINC02459
6910	TBX5
255480	TBX5-AS1
6926	TBX3
23389	MED13L
693205	MIR620
100616309	MIR4472-2
100287569	LINC00173
643246	MAP1LC3B2
79794	SPRING1
84900	RNFT2
8739	HRK
26259	FBXW8
100506551	
54997	TESC
23014	FBXO21
4842	NOS1
283455	KSR2
5985	RFC5
55884	WSB2
54621	VSIG10
5037	PEBP1
51347	TAOK3
64426	SUDS3
105370016	LINC02439
84530	SRRM4
26353	HSPB8
105370024	
144742	LINC00934
160777	CCDC60
387890	TMEM233
5564	PRKAB1
11113	CIT
100302274	MIR1178
92558	BICDL1
11021	RAB35
10985	GCN1
100616179	MIR4498
6175	RPLP0
5829	PXN
26834	RNU4-2
26835	RNU4-1
23409	SIRT4
5319	PLA2G1B
4440	MSI1
1337	COX6A1
51499	TRIAP1
283459	GATC
8683	SRSF9
8655	DYNLL1
100506668	NRAV
84274	COQ5
9921	RNF10
51367	POP5
9478	CABP1
9761	MLEC
84747	UNC119B
100616329	MIR4700
35	ACADS
121665	SPPL3
283460	HNF1A-AS1
6927	HNF1A
64897	C12orf43
8638	OASL
5027	P2RX7
5025	P2RX4
10645	CAMKK2
51433	ANAPC5
80196	RNF34
84678	KDM2B
102465665	MIR7107
84876	ORAI1
283385	MORN3
144404	TMEM120B
54509	RHOF
338799	LINC01089
23067	SETD1B
3242	HPD
5715	PSMD9
144406	CFAP251
605	BCL7A
100506691	
22877	MLXIP
254050	LRRC43
386653	IL31
79369	B3GNT4
56616	DIABLO
65082	VPS33A
6249	CLIP1
55596	ZCCHC8
65117	RSRC2
9735	KNTC1
338442	HCAR2
8843	HCAR3
27198	HCAR1
8562	DENR
84660	CCDC62
9026	HIP1R
79720	VPS37B
23457	ABCB9
79676	OGFOD2
51329	ARL6IP4
57605	PITPNM2
100422931	MIR4304
100507091	PITPNM2-AS1
10198	MPHOSPH9
91574	C12orf65
8099	CDK2AP1
55206	SBNO1
102466877	MIR8072
387893	KMT5A
196383	RILPL2
11066	SNRNP35
353116	RILPL1
100500909	MIR3908
10959	TMED2
57696	DDX55
109616977	SNORA9B
1967	EIF2B1
2967	GTF2H3
79867	TCTN2
23545	ATP6V0A2
196385	DNAH10
80212	CCDC92
144348	ZNF664
144347	RFLNA
100533183	RFLNA
9612	NCOR2
102466204	MIR6880
949	SCARB1
7316	UBC
100847004	MIR5188
57647	DHX37
140707	BRI3BP
102659353	THRIL
65985	AACS
114795	TMEM132B
400084	LINC00939
101927464	LINC02359
101927531	
100128554	LINC02347
100996671	
100507206	LINC00943
101927592	LINC02405
101927616	LINC02375
101927637	LINC02411
400087	LINC02393
100862680	LINC00507
105370070	LINC02441
101927694	LINC02368
92293	TMEM132C
100500817	MIR3612
121260	SLC15A4
144423	GLT1D1
121256	TMEM132D
283352	TMEM132D-AS1
101927735	TMEM132D-AS2
440119	FZD10-AS1
11211	FZD10
9271	PIWIL1
23504	RIMBP2
2054	STX2
5901	RAN
283383	ADGRD1
116437	LINC01257
107161159	LINC02415
6433	SFSWAP
4326	MMP17
8408	ULK1
80324	PUS1
57634	EP400
677829	SNORA49
317781	DDX51
79050	NOC4L
100996246	LINC02361
50614	GALNT9
101928416	
57666	FBRSL1
102465975	MIR6763
100507055	LRCOL1
22953	P2RX2
5426	POLE
5827	PXMP2
192111	PGAM5
23141	ANKLE2
2802	GOLGA3
55743	CHFR
101928530	
100289635	ZNF605
7574	ZNF26
101928597	ZNF84-DT
7637	ZNF84
7699	ZNF140
101060200	ZNF891
7556	ZNF10
10795	ZNF268
647589	ANHX
26080	FAM230C
348021	LINC00442
7278	TUBA3C
100101938	ANKRD26P3
100287114	LINC00421
93492	TPTE2
100874136	LINC00350
54737	MPHOSPH8
55269	PSPC1
9205	ZMYM5
7750	ZMYM2
104355137	LINC01072
2700	GJA3
2706	GJB2
10804	GJB6
51084	CRYL1
100616304	MIR4499
8100	IFT88
53342	IL17D
221143	EEF1AKMT1
64328	XPO4
101930748	HNRNPA1P30
26524	LATS2
10284	SAP18
221150	SKA3
78988	MRPL57
105370105	ESRRAP2
253832	ZDHHC20
221154	MICU2
2254	FGF9
100874182	LINC00424
100506622	
6445	SGCG
26278	SACS
100506680	SACS-AS1
100506697	LINC00327
55504	TNFRSF19
4285	MIPEP
542767	PCOTH
387911	C1QTNF9B
221178	SPATA13
221178	
100313842	MIR2276
100874231	SPATA13-AS1
338872	C1QTNF9
100861547	LINC00566
143	PARP4
105370295	
479	ATP12A
56163	RNF17
55835	CENPJ
5042	PABPC3
219287	AMER2
102723318	LINC01053
101928922	LINC00463
9107	MTMR6
9818	NUP58
51761	ATP8A2
387914	SHISA2
6049	RNF6
1024	CDK8
10810	WASF3
2835	GPR12
219333	USP12
6144	RPL21
26771	SNORD102
619499	SNORA27
387496	RASL11A
2971	GTF3A
219402	MTIF3
222484	LNX2
51082	POLR1D
219409	GSX1
3651	PDX1
100132234	LINC00543
1045	CDX2
646625	URAD
2322	FLT3
255967	PAN3
2321	FLT1
51371	POMP
283537	SLC46A3
23281	MTUS2
6541	SLC7A1
5412	UBL3
100874059	LINC00297
100861573	LINC00572
100874146	LINC00365
84056	KATNAL1
100188949	LINC00426
171222	UBE2L5
3146	HMGB1
10208	USPL1
241	ALOX5AP
100874158	LINC00398
440132	LINC00545
100507064	TEX26-AS1
84935	MEDAG
122046	TEX26
10808	HSPH1
145173	B3GLCT
122042	RXFP2
10129	FRY
646799	ZAR1L
675	BRCA2
90634	N4BP2L1
10443	N4BP2L2
116828	N4BP2L2-IT2
23047	PDS5B
9365	KL
90627	STARD13
5983	RFC3
100874179	LINC00457
26960	NBEA
4081	MAB21L1
100507114	LINC00445
9201	DCLK1
54937	SOHLH2
100526761	CCDC169-SOHLH2
728591	CCDC169
23111	SPART
8900	CCNA1
400120	SERTM1
5994	RFXAP
4093	SMAD9
29880	ALG5
11340	EXOSC8
55578	SUPT20H
122011	CSNK1A1L
103695431	LINC01048
400121	LINC00547
10631	POSTN
7223	TRPC4
100874188	LINC00571
51569	UFM1
341640	FREM2
161003	STOML3
80209	PROSER1
387921	NHLRC3
10186	LHFPL6
57511	COG6
100422940	MIR4305
400123	LINC00598
646982	LINC00598
2308	FOXO1
10240	MRPS31
10166	SLC25A15
693206	MIR621
283507	SUGT1P3
1997	ELF1
11193	WBP4
100422878	MIR3168
89890	KBTBD6
101929140	
84078	KBTBD7
9617	MTRF1
79612	NAA16
28984	RGCC
105370174	
23078	VWA8
